23711,Arcos de Jalón,41.216026,-2.277686
23712,Areas,42.458093,-7.629261
23713,Arenas de Iguña,43.185518,-4.050341
23714,Arenys de Mar,41.577465,2.549457
23715,Arévalo,41.047613,-4.702005
23716,Arguisuelas,39.838537,-1.811838
23717,Arija,42.991018,-3.947657
23718,Ariza,41.309478,-2.059662
23719,Arla-Berrón,43.166101,-3.228278
23720,Arriate,36.790592,-5.141164
23721,Arriondas,43.387523,-5.18851
23722,Arroyo-Malpartida,39.46829,-6.53478
23723,Arrúbal,42.431,-2.2561
23724,Artzentales,43.236624,-3.212778
23725,As Neves,42.075415,-8.420145
23726,Asamblea de Madrid Entrevías,40.381695,-3.668008
23727,Asco,41.183144,0.569277
23728,Astillero,43.404513,-3.822375
23729,Astún,42.80922,-0.509082
23730,Ateca,41.324571,-1.785608
23731,Ayerbe,42.275414,-0.682452
23732,Azaila,41.2749,-0.485392
23733,Azuqueca,40.561153,-3.265439
23734,Babilafuente,40.972167,-5.430311
23735,Badules,41.139789,-1.251541
23736,Baides,41.004942,-2.786125
23737,Balaguer,41.792496,0.80795
23738,Balmaseda,43.191163,-3.195818
23739,Balmori,43.421413,-4.835621
23740,Balsicas-Mar Menor,37.818346,-0.951427
23741,Barallobre,43.462673,-8.188435
23742,Barbantes,42.338491,-8.011429
23743,Barbastro,42.035417,0.120653
23744,Barbera del Valles,41.513479,2.118397
23745,Barcelona la Sagrera Meridiana,41.422958,2.186778
23746,Barcelona-Arc de Triomf,41.391568,2.17983
23747,Barcelona-Clot-Arago,41.409106,2.18739
23748,Barcelona-Torre del Baro,41.460524,2.181421
23749,Bárcena,43.128751,-4.053865
23750,Barra de Miño,42.400787,-7.80251
23751,Barracas,40.01175,-0.696313
23752,Barrientos,42.414846,-5.965025
23753,Basurto Hospital,43.259844,-2.953745
23754,Baños de Molgas,42.2375,-7.68306
23755,Beasaín,43.046077,-2.201952
23756,Becerril,42.1047,-4.647171
23757,Begonte,43.149107,-7.686228
23758,Bell-Lloc d’Urgell,41.627813,0.744675
23759,Bellavista (Sevilla),37.321485,-5.964321
23760,Bellpuig,41.636685,1.012625
23761,Bellvitge,41.354658,2.115521
23762,Belmonte,37.46188,-6.94753
23763,Benacazon,37.357155,-6.208256
23764,Benalmádena-Arroyo de la Miel,36.599023,-4.536747
23765,Benalúa de Guadix,37.345487,-3.163537
23766,Benaojan-Montejaque,36.713491,-5.246617
23767,Benasque-Bus,42.603089,0.522259
23768,Benicàssim,40.058126,0.057863
23769,Beniel,38.044605,-0.999474
23770,Benifaio-Almussafes,39.284244,-0.430106
23771,Beniganim,38.9386,-0.453865
23772,Beranga,43.41371,-3.57713
23773,Bercedo Montija,43.087724,-3.450868
23774,Betanzos-Infesta,43.270808,-8.225983
23775,Biescas-Bus,42.628584,-0.32144
23776,Bilbao,43.263066,-2.934945
23777,Bilbao la Concordia,43.260101,-2.926591
23778,Binefar,41.849559,0.291277
23779,Bordils-Juià,42.037002,2.915363
23780,Boñar,42.862562,-5.328284
23781,Brazatortas-Veredas,38.668798,-4.316979
23782,Brañuelas,42.632762,-6.200902
23783,Briones,42.544888,-2.779544
23784,Bubierca,41.316831,-1.855049
23785,Bueu-Bus,42.327009,-8.785889
23786,Bufali,38.866552,-0.510847
23787,Burgos-Rosa de Lima,42.371189,-3.666297
23788,Burriana-Alquerías Niño Perdido,39.8964,-0.103867
23789,Busdongo,42.984294,-5.705444
23790,Buñol,39.427434,-0.787482
23791,Cabanas-Areal,43.415822,-8.168821
23792,Cabañas de Aliste,41.854566,-6.246927
23793,Cabañas de Ebro,41.788064,-1.167438
23794,Cabañas de Virtus,42.994884,-3.858367
23795,Cabeza de Buey,38.724,-5.22659
23796,Cabezón de la Sal,43.307753,-4.231878
23797,Cabra del Santo Cristo y Alicún,37.6567,-3.26258
23798,Cadagua,43.194687,-3.269125
23799,Cádiz-Cortadura,36.494316,-6.268142
23800,Cádiz-Estadio,36.502982,-6.272025
23801,Calaf,41.730245,1.515176
23802,Calafell,41.189499,1.570001
23803,Calahorra,42.310634,-1.957392
23804,Calamonte,38.887344,-6.382862
23805,Calatayud,41.346298,-1.63849
23806,Calañas,37.652136,-6.876271
23807,Caldearenas-Aquilue,42.397982,-0.49944
23808,Caldelas,42.055637,-8.566396
23809,Callosa de Segura,38.122928,-0.873679
23810,Calzada de Asturias,43.535288,-5.697731
23811,Calzada de Bureba,42.622922,-3.246383
23812,Camallera,42.122597,2.965667
23813,Camango,43.448776,-5.019064
23814,Camarles-Deltebre,40.774593,0.670712
23815,Cambre,43.290692,-8.352399
23816,Camp-Redo,40.758988,0.555344
23817,Campanario,38.853382,-5.641495
23818,Campillo,41.259822,-5.017805
23819,Campillos,37.032042,-4.863802
23820,Campo de Criptana,39.393463,-3.116353
23821,Campomanes,43.110143,-5.816236
23822,Camporrobles,39.644667,-1.402191
23823,Campus Universitario Rabanales / Córdoba,37.912634,-4.720802
23824,Canabal,42.482759,-7.587695
23825,Cancienes,43.507251,-5.869452
23826,Candanchu-Bus,42.789088,-0.528473
23827,Cangas-Bus,43.350075,-5.125818
23828,Cantillana,37.574406,-5.803085
23829,Capçanes,41.102313,0.780758
23830,Caracenilla,40.1535,-2.56845
23831,Carancos,43.355387,-5.434392
23832,Carbajales de Alba,41.681137,-5.97148
23833,Carboneras de Guadazaon,39.900266,-1.80729
23834,Carcaixent,39.12065,-0.454638
23835,Cardedeu,41.63638,2.35636
23836,Cardeñosa de Ávila,40.73976,-4.751158
23837,Cariñena,41.335745,-1.22878
23838,Carrascosa de Henares,40.906006,-3.013966
23839,Carrión de los Céspedes,37.369209,-6.334635
23840,Cartama,36.73387,-4.608427
23841,Casariche,37.396,-4.75293
23842,Casas de Millán,39.804216,-6.332388
23843,Casatejada,39.892059,-5.67755
23844,Casetas,41.722532,-1.020608
23845,Castellbell i el Vilar-Monistrol de Montserrat,41.628613,1.868866
23846,Castelldefels,41.278798,1.979334
23847,Castellnou de Seana,41.640461,0.989919
23848,Castiello,42.650309,-0.555497
23849,Castiello-Pueblo,42.627773,-0.545465
23850,Castillejo del Romeral,40.1372,-2.50689
23851,Castillejo-Añover,39.950057,-3.737768
23852,Castrejón de la Peña,42.810596,-4.598458
23853,Cástrelo do Val-Verin-Campobecerros,42.0626,-7.33335
